ID_Partida,Tipo_IA,Puntuacion_Final,Resultado,Cartas,Plantado
2782,IA_dificil,17,Derrota,4,Si
2783,IA_facil,19,Derrota,7,Si
2783,IA_medio,23,Derrota,5,Si
2783,IA_dificil,21,Victoria,5,Si
2784,IA_facil,18,Empate,4,Si
2784,IA_medio,25,Derrota,6,Si
2784,IA_dificil,18,Empate,5,Si
2785,IA_facil,17,Derrota,4,Si
2785,IA_medio,19,Victoria,7,Si
2785,IA_dificil,25,Derrota,5,Si
2786,IA_facil,18,Derrota,7,Si
2786,IA_medio,19,Victoria,4,Si
2786,IA_dificil,17,Derrota,6,Si
2787,IA_facil,18,Derrota,4,Si
2787,IA_medio,20,Victoria,8,Si
2787,IA_dificil,22,Derrota,8,Si
2788,IA_facil,17,Derrota,6,Si
2788,IA_medio,21,Empate,8,Si
2788,IA_dificil,21,Empate,7,Si
2789,IA_facil,18,Derrota,6,Si
2789,IA_medio,17,Derrota,5,Si
2789,IA_dificil,20,Victoria,8,Si
2790,IA_facil,18,Derrota,8,Si
2790,IA_medio,22,Derrota,5,Si
2790,IA_dificil,20,Victoria,7,Si
2791,IA_facil,22,Derrota,5,Si
2791,IA_medio,21,Victoria,5,Si
2791,IA_dificil,17,Derrota,4,Si
2792,IA_facil,18,Derrota,7,Si
2792,IA_medio,21,Victoria,5,Si
2792,IA_dificil,17,Derrota,6,Si
2793,IA_facil,18,Empate,4,Si
2793,IA_medio,17,Derrota,4,Si
2793,IA_dificil,18,Empate,7,Si
2794,IA_facil,20,Victoria,8,Si
2794,IA_medio,22,Derrota,5,Si
2794,IA_dificil,19,Derrota,6,Si
2795,IA_facil,20,Derrota,8,Si
2795,IA_medio,17,Derrota,6,Si
2795,IA_dificil,21,Victoria,7,Si
2796,IA_facil,19,Derrota,5,Si
2796,IA_medio,21,Empate,6,Si
2796,IA_dificil,21,Empate,6,Si
2797,IA_facil,21,Victoria,5,Si
2797,IA_medio,23,Derrota,7,Si
2797,IA_dificil,18,Derrota,5,Si
2798,IA_facil,17,Derrota,4,Si
2798,IA_medio,21,Victoria,6,Si
2798,IA_dificil,22,Derrota,6,Si
2799,IA_facil,17,Derrota,7,Si
2799,IA_medio,19,Victoria,6,Si
2799,IA_dificil,17,Derrota,5,Si
2800,IA_facil,18,Derrota,8,Si
2800,IA_medio,19,Victoria,7,Si
2800,IA_dificil,18,Derrota,4,Si
2801,IA_facil,17,Empate,5,Si
2801,IA_medio,22,Derrota,5,Si
2801,IA_dificil,17,Empate,6,Si
2802,IA_facil,18,Derrota,4,Si
2802,IA_medio,20,Victoria,8,Si
2802,IA_dificil,19,Derrota,6,Si
2803,IA_facil,17,Derrota,4,Si
2803,IA_medio,20,Empate,5,Si
2803,IA_dificil,20,Empate,4,Si
2804,IA_facil,21,Empate,5,Si
2804,IA_medio,21,Empate,5,Si
2804,IA_dificil,19,Derrota,4,Si
2805,IA_facil,18,Empate,7,Si
2805,IA_medio,18,Empate,4,Si
2805,IA_dificil,17,Derrota,6,Si
2806,IA_facil,17,Derrota,4,Si
2806,IA_medio,21,Victoria,5,Si
2806,IA_dificil,18,Derrota,5,Si
2807,IA_facil,17,Derrota,5,Si
2807,IA_medio,18,Victoria,6,Si
2807,IA_dificil,22,Derrota,5,Si
2808,IA_facil,17,Derrota,4,Si
2808,IA_medio,21,Victoria,5,Si
2808,IA_dificil,20,Derrota,6,Si
2809,IA_facil,20,Empate,5,Si
2809,IA_medio,20,Empate,6,Si
2809,IA_dificil,17,Derrota,4,Si
2810,IA_facil,22,Derrota,7,Si
2810,IA_medio,19,Victoria,6,Si
2810,IA_dificil,18,Derrota,5,Si
2811,IA_facil,20,Victoria,7,Si
2811,IA_medio,22,Derrota,6,Si
2811,IA_dificil,17,Derrota,5,Si
2812,IA_facil,17,Derrota,5,Si
2812,IA_medio,19,Derrota,6,Si
2812,IA_dificil,20,Victoria,5,Si
2813,IA_facil,17,Derrota,6,Si
2813,IA_medio,21,Victoria,6,Si
2813,IA_dificil,17,Derrota,3,Si
2814,IA_facil,20,Derrota,5,Si
2814,IA_medio,21,Victoria,7,Si
2814,IA_dificil,20,Derrota,5,Si
2815,IA_facil,19,Derrota,5,Si
2815,IA_medio,20,Victoria,4,Si
2815,IA_dificil,19,Derrota,6,Si
2816,IA_facil,18,Empate,5,Si
2816,IA_medio,17,Derrota,6,Si
2816,IA_dificil,18,Empate,4,Si
2817,IA_facil,19,Derrota,6,Si
2817,IA_medio,21,Victoria,6,Si
2817,IA_dificil,18,Derrota,4,Si
2818,IA_facil,22,Derrota,5,Si
2818,IA_medio,18,Victoria,7,Si
2818,IA_dificil,23,Derrota,6,Si
2819,IA_facil,18,Victoria,6,Si
2819,IA_medio,23,Derrota,5,Si
2819,IA_dificil,22,Derrota,6,Si
2820,IA_facil,17,Empate,5,Si
2820,IA_medio,17,Empate,5,Si
2820,IA_dificil,17,Empate,5,Si
2821,IA_facil,17,Derrota,6,Si
2821,IA_medio,17,Derrota,5,Si
2821,IA_dificil,21,Victoria,4,Si
2822,IA_facil,17,Derrota,5,Si
2822,IA_medio,18,Derrota,6,Si
2822,IA_dificil,20,Victoria,6,Si
2823,IA_facil,19,Victoria,7,Si
2823,IA_medio,24,Derrota,6,Si
2823,IA_dificil,17,Derrota,4,Si
2824,IA_facil,21,Victoria,5,Si
2824,IA_medio,20,Derrota,8,Si
2824,IA_dificil,18,Derrota,4,Si
2825,IA_facil,19,Derrota,6,Si
2825,IA_medio,20,Victoria,7,Si
2825,IA_dificil,19,Derrota,7,Si
2826,IA_facil,22,Derrota,7,Si
2826,IA_medio,23,Derrota,7,Si
2826,IA_dificil,18,Victoria,8,Si
2827,IA_facil,20,Empate,4,Si
2827,IA_medio,20,Empate,6,Si
2827,IA_dificil,23,Derrota,7,Si
2828,IA_facil,17,Derrota,4,Si
2828,IA_medio,21,Victoria,7,Si
2828,IA_dificil,18,Derrota,4,Si
2829,IA_facil,17,Derrota,5,Si
2829,IA_medio,19,Victoria,5,Si
2829,IA_dificil,18,Derrota,5,Si
2830,IA_facil,19,Empate,5,Si
2830,IA_medio,19,Empate,8,Si
2830,IA_dificil,18,Derrota,5,Si
2831,IA_facil,20,Victoria,5,Si
2831,IA_medio,24,Derrota,7,Si
2831,IA_dificil,19,Derrota,4,Si
2832,IA_facil,20,Derrota,5,Si
2832,IA_medio,22,Derrota,5,Si
2832,IA_dificil,21,Victoria,6,Si
2833,IA_facil,18,Empate,5,Si
2833,IA_medio,18,Empate,5,Si
2833,IA_dificil,23,Derrota,5,Si
2834,IA_facil,21,Victoria,5,Si
2834,IA_medio,19,Derrota,6,Si
2834,IA_dificil,19,Derrota,6,Si
2835,IA_facil,20,Derrota,6,Si
2835,IA_medio,21,Victoria,5,Si
2835,IA_dificil,23,Derrota,6,Si
2836,IA_facil,21,Victoria,6,Si
2836,IA_medio,19,Derrota,8,Si
2836,IA_dificil,17,Derrota,5,Si
2837,IA_facil,17,Derrota,7,Si
2837,IA_medio,21,Empate,5,Si
2837,IA_dificil,21,Empate,6,Si
2838,IA_facil,18,Derrota,4,Si
2838,IA_medio,22,Derrota,5,Si
2838,IA_dificil,19,Victoria,6,Si
2839,IA_facil,20,Victoria,7,Si
2839,IA_medio,23,Derrota,7,Si
2839,IA_dificil,17,Derrota,7,Si
2840,IA_facil,18,Empate,4,Si
2840,IA_medio,22,Derrota,5,Si
2840,IA_dificil,18,Empate,4,Si
2841,IA_facil,18,Derrota,7,Si
2841,IA_medio,21,Victoria,4,Si
2841,IA_dificil,18,Derrota,4,Si
2842,IA_facil,17,Derrota,4,Si
2842,IA_medio,19,Victoria,4,Si
2842,IA_dificil,22,Derrota,7,Si
2843,IA_facil,17,Derrota,4,Si
2843,IA_medio,25,Derrota,7,Si
2843,IA_dificil,18,Victoria,4,Si
2844,IA_facil,19,Empate,5,Si
2844,IA_medio,19,Empate,7,Si
2844,IA_dificil,19,Empate,5,Si
2845,IA_facil,19,Empate,5,Si
2845,IA_medio,19,Empate,7,Si
2845,IA_dificil,18,Derrota,6,Si
2846,IA_facil,19,Derrota,4,Si
2846,IA_medio,20,Victoria,5,Si
2846,IA_dificil,18,Derrota,6,Si
2847,IA_facil,19,Empate,4,Si
2847,IA_medio,17,Derrota,5,Si
2847,IA_dificil,19,Empate,5,Si
2848,IA_facil,18,Derrota,4,Si
2848,IA_medio,25,Derrota,6,Si
2848,IA_dificil,19,Victoria,5,Si
2849,IA_facil,21,Victoria,5,Si
2849,IA_medio,23,Derrota,6,Si
2849,IA_dificil,19,Derrota,6,Si
2850,IA_facil,21,Victoria,5,Si
2850,IA_medio,20,Derrota,6,Si
2850,IA_dificil,20,Derrota,4,Si
2851,IA_facil,21,Victoria,6,Si
2851,IA_medio,20,Derrota,5,Si
2851,IA_dificil,17,Derrota,3,Si
2852,IA_facil,21,Victoria,6,Si
2852,IA_medio,23,Derrota,7,Si
2852,IA_dificil,19,Derrota,5,Si
2853,IA_facil,21,Empate,6,Si
2853,IA_medio,21,Empate,6,Si
2853,IA_dificil,18,Derrota,6,Si
2854,IA_facil,17,Derrota,6,Si
2854,IA_medio,24,Derrota,6,Si
2854,IA_dificil,20,Victoria,6,Si
2855,IA_facil,17,Empate,6,Si
2855,IA_medio,24,Derrota,6,Si
2855,IA_dificil,17,Empate,5,Si
2856,IA_facil,20,Victoria,6,Si
2856,IA_medio,22,Derrota,7,Si
2856,IA_dificil,17,Derrota,4,Si
2857,IA_facil,18,Empate,6,Si
2857,IA_medio,22,Derrota,5,Si
2857,IA_dificil,18,Empate,6,Si
2858,IA_facil,19,Empate,4,Si
2858,IA_medio,23,Derrota,8,Si
2858,IA_dificil,19,Empate,4,Si
2859,IA_facil,17,Derrota,6,Si
2859,IA_medio,20,Victoria,7,Si
2859,IA_dificil,18,Derrota,5,Si
2860,IA_facil,17,Derrota,6,Si
2860,IA_medio,18,Victoria,5,Si
2860,IA_dificil,22,Derrota,6,Si
2861,IA_facil,19,Derrota,4,Si
2861,IA_medio,22,Derrota,7,Si
2861,IA_dificil,21,Victoria,7,Si
2862,IA_facil,20,Empate,7,Si
2862,IA_medio,23,Derrota,8,Si
2862,IA_dificil,20,Empate,6,Si
2863,IA_facil,18,Derrota,4,Si
2863,IA_medio,20,Victoria,7,Si
2863,IA_dificil,17,Derrota,4,Si
2864,IA_facil,20,Victoria,5,Si
2864,IA_medio,19,Derrota,5,Si
2864,IA_dificil,19,Derrota,6,Si
2865,IA_facil,17,Derrota,5,Si
2865,IA_medio,22,Derrota,7,Si
2865,IA_dificil,20,Victoria,6,Si
2866,IA_facil,18,Victoria,3,Si
2866,IA_medio,17,Derrota,3,Si
2866,IA_dificil,17,Derrota,6,Si
2867,IA_facil,19,Derrota,6,Si
2867,IA_medio,19,Derrota,6,Si
2867,IA_dificil,21,Victoria,5,Si
2868,IA_facil,20,Victoria,5,Si
2868,IA_medio,22,Derrota,5,Si
2868,IA_dificil,22,Derrota,5,Si
2869,IA_facil,17,Derrota,5,Si
2869,IA_medio,21,Empate,4,Si
2869,IA_dificil,21,Empate,8,Si
2870,IA_facil,18,Victoria,4,Si
2870,IA_medio,24,Derrota,5,Si
2870,IA_dificil,17,Derrota,6,Si
2871,IA_facil,17,Derrota,4,Si
2871,IA_medio,22,Derrota,4,Si
2871,IA_dificil,18,Victoria,5,Si
2872,IA_facil,17,Derrota,5,Si
2872,IA_medio,22,Derrota,6,Si
2872,IA_dificil,20,Victoria,7,Si
2873,IA_facil,17,Derrota,3,Si
2873,IA_medio,20,Victoria,7,Si
2873,IA_dificil,19,Derrota,6,Si
2874,IA_facil,18,Victoria,6,Si
2874,IA_medio,17,Derrota,4,Si
2874,IA_dificil,17,Derrota,6,Si
2875,IA_facil,17,Derrota,6,Si
2875,IA_medio,21,Victoria,6,Si
2875,IA_dificil,19,Derrota,7,Si
2876,IA_facil,17,Derrota,6,Si
2876,IA_medio,20,Victoria,10,Si
2876,IA_dificil,17,Derrota,6,Si
2877,IA_facil,18,Derrota,6,Si
2877,IA_medio,21,Victoria,7,Si
2877,IA_dificil,20,Derrota,6,Si
2878,IA_facil,21,Empate,7,Si
2878,IA_medio,24,Derrota,8,Si
2878,IA_dificil,21,Empate,8,Si
2879,IA_facil,18,Victoria,5,Si
2879,IA_medio,22,Derrota,5,Si
2879,IA_dificil,23,Derrota,9,Si
2880,IA_facil,17,Derrota,5,Si
2880,IA_medio,17,Derrota,5,Si
2880,IA_dificil,20,Victoria,5,Si
2881,IA_facil,20,Victoria,5,Si
2881,IA_medio,23,Derrota,5,Si
2881,IA_dificil,18,Derrota,6,Si
2882,IA_facil,17,Derrota,7,Si
2882,IA_medio,23,Derrota,7,Si
2882,IA_dificil,20,Victoria,5,Si
2883,IA_facil,17,Derrota,8,Si
2883,IA_medio,18,Derrota,4,Si
2883,IA_dificil,20,Victoria,9,Si
2884,IA_facil,19,Derrota,6,Si
2884,IA_medio,22,Derrota,5,Si
2884,IA_dificil,20,Victoria,5,Si
2885,IA_facil,18,Victoria,4,Si
2885,IA_medio,23,Derrota,8,Si
2885,IA_dificil,22,Derrota,5,Si
2886,IA_facil,20,Victoria,4,Si
2886,IA_medio,24,Derrota,7,Si
2886,IA_dificil,18,Derrota,6,Si
2887,IA_facil,19,Empate,4,Si
2887,IA_medio,24,Derrota,7,Si
2887,IA_dificil,19,Empate,7,Si
2888,IA_facil,18,Empate,6,Si
2888,IA_medio,22,Derrota,7,Si
2888,IA_dificil,18,Empate,8,Si
2889,IA_facil,17,Derrota,5,Si
2889,IA_medio,21,Victoria,5,Si
2889,IA_dificil,20,Derrota,8,Si
2890,IA_facil,20,Victoria,5,Si
2890,IA_medio,23,Derrota,6,Si
2890,IA_dificil,18,Derrota,6,Si
2891,IA_facil,18,Empate,7,Si
2891,IA_medio,18,Empate,6,Si
2891,IA_dificil,22,Derrota,5,Si
2892,IA_facil,21,Empate,7,Si
2892,IA_medio,21,Empate,7,Si
2892,IA_dificil,23,Derrota,6,Si
2893,IA_facil,20,Empate,5,Si
2893,IA_medio,20,Empate,6,Si
2893,IA_dificil,22,Derrota,6,Si
2894,IA_facil,20,Victoria,7,Si
2894,IA_medio,18,Derrota,5,Si
2894,IA_dificil,18,Derrota,5,Si
2895,IA_facil,17,Derrota,8,Si
2895,IA_medio,17,Derrota,6,Si
2895,IA_dificil,19,Victoria,6,Si
2896,IA_facil,19,Derrota,7,Si
2896,IA_medio,21,Victoria,6,Si
2896,IA_dificil,18,Derrota,6,Si
2897,IA_facil,20,Victoria,4,Si
2897,IA_medio,22,Derrota,4,Si
2897,IA_dificil,17,Derrota,4,Si
2898,IA_facil,18,Empate,6,Si
2898,IA_medio,23,Derrota,8,Si
2898,IA_dificil,18,Empate,5,Si
2899,IA_facil,21,Empate,5,Si
2899,IA_medio,20,Derrota,7,Si
2899,IA_dificil,21,Empate,6,Si
2900,IA_facil,18,Empate,5,Si
2900,IA_medio,17,Derrota,6,Si
2900,IA_dificil,18,Empate,7,Si
2901,IA_facil,19,Empate,7,Si
2901,IA_medio,17,Derrota,5,Si
2901,IA_dificil,19,Empate,4,Si
2902,IA_facil,18,Empate,5,Si
2902,IA_medio,22,Derrota,6,Si
2902,IA_dificil,18,Empate,7,Si
2903,IA_facil,17,Derrota,4,Si
2903,IA_medio,21,Empate,8,Si
2903,IA_dificil,21,Empate,5,Si
2904,IA_facil,20,Victoria,7,Si
2904,IA_medio,17,Derrota,5,Si
2904,IA_dificil,17,Derrota,4,Si
2905,IA_facil,17,Derrota,7,Si
2905,IA_medio,19,Empate,5,Si
2905,IA_dificil,19,Empate,6,Si
2906,IA_facil,20,Victoria,5,Si
2906,IA_medio,17,Derrota,5,Si
2906,IA_dificil,17,Derrota,5,Si
2907,IA_facil,20,Victoria,5,Si
2907,IA_medio,22,Derrota,8,Si
2907,IA_dificil,18,Derrota,5,Si
2908,IA_facil,17,Derrota,4,Si
2908,IA_medio,19,Victoria,6,Si
2908,IA_dificil,17,Derrota,6,Si
2909,IA_facil,17,Derrota,6,Si
2909,IA_medio,21,Victoria,5,Si
2909,IA_dificil,17,Derrota,5,Si
2910,IA_facil,21,Victoria,4,Si
2910,IA_medio,18,Derrota,4,Si
2910,IA_dificil,18,Derrota,6,Si
2911,IA_facil,21,Victoria,5,Si
2911,IA_medio,23,Derrota,8,Si
2911,IA_dificil,17,Derrota,5,Si
2912,IA_facil,18,Derrota,6,Si
2912,IA_medio,19,Derrota,5,Si
2912,IA_dificil,20,Victoria,5,Si
2913,IA_facil,18,Derrota,6,Si
2913,IA_medio,19,Derrota,7,Si
2913,IA_dificil,20,Victoria,6,Si
2914,IA_facil,21,Empate,4,Si
2914,IA_medio,22,Derrota,6,Si
2914,IA_dificil,21,Empate,5,Si
2915,IA_facil,19,Derrota,6,Si
2915,IA_medio,20,Victoria,5,Si
2915,IA_dificil,18,Derrota,7,Si
2916,IA_facil,18,Empate,5,Si
2916,IA_medio,18,Empate,4,Si
2916,IA_dificil,17,Derrota,5,Si
2917,IA_facil,17,Derrota,6,Si
2917,IA_medio,22,Derrota,7,Si
2917,IA_dificil,19,Victoria,5,Si
2918,IA_facil,17,Derrota,5,Si
2918,IA_medio,17,Derrota,4,Si
2918,IA_dificil,18,Victoria,7,Si
2919,IA_facil,18,Derrota,6,Si
2919,IA_medio,20,Victoria,5,Si
2919,IA_dificil,23,Derrota,6,Si
2920,IA_facil,18,Derrota,4,Si
2920,IA_medio,20,Victoria,7,Si
2920,IA_dificil,19,Derrota,6,Si
2921,IA_facil,18,Derrota,4,Si
2921,IA_medio,20,Victoria,4,Si
2921,IA_dificil,17,Derrota,4,Si
2922,IA_facil,18,Derrota,6,Si
2922,IA_medio,19,Empate,5,Si
2922,IA_dificil,19,Empate,5,Si
2923,IA_facil,18,Victoria,5,Si
2923,IA_medio,22,Derrota,6,Si
2923,IA_dificil,17,Derrota,4,Si
2924,IA_facil,22,Derrota,5,Si
2924,IA_medio,19,Empate,6,Si
2924,IA_dificil,19,Empate,6,Si
2925,IA_facil,22,Derrota,5,Si
2925,IA_medio,20,Derrota,4,Si
2925,IA_dificil,21,Victoria,5,Si
2926,IA_facil,20,Victoria,6,Si
2926,IA_medio,19,Derrota,5,Si
2926,IA_dificil,23,Derrota,6,Si
2927,IA_facil,19,Derrota,5,Si
2927,IA_medio,21,Victoria,7,Si
2927,IA_dificil,22,Derrota,7,Si
2928,IA_facil,17,Derrota,4,Si
2928,IA_medio,23,Derrota,6,Si
2928,IA_dificil,20,Victoria,4,Si
2929,IA_facil,17,Empate,7,Si
2929,IA_medio,22,Derrota,6,Si
2929,IA_dificil,17,Empate,5,Si
2930,IA_facil,18,Derrota,4,Si
2930,IA_medio,17,Derrota,7,Si
2930,IA_dificil,21,Victoria,7,Si
2931,IA_facil,20,Derrota,5,Si
2931,IA_medio,22,Derrota,5,Si
2931,IA_dificil,21,Victoria,5,Si
2932,IA_facil,18,Derrota,6,Si
2932,IA_medio,20,Victoria,5,Si
2932,IA_dificil,17,Derrota,4,Si
2933,IA_facil,19,Victoria,8,Si
2933,IA_medio,17,Derrota,4,Si
2933,IA_dificil,18,Derrota,6,Si
2934,IA_facil,18,Derrota,5,Si
2934,IA_medio,22,Derrota,5,Si
2934,IA_dificil,20,Victoria,6,Si
2935,IA_facil,18,Derrota,6,Si
2935,IA_medio,21,Victoria,4,Si
2935,IA_dificil,19,Derrota,8,Si
2936,IA_facil,18,Derrota,3,Si
2936,IA_medio,19,Derrota,8,Si
2936,IA_dificil,20,Victoria,6,Si
2937,IA_facil,19,Derrota,5,Si
2937,IA_medio,20,Empate,5,Si
2937,IA_dificil,20,Empate,7,Si
2938,IA_facil,17,Derrota,4,Si
2938,IA_medio,20,Derrota,5,Si
2938,IA_dificil,21,Victoria,5,Si
2939,IA_facil,22,Derrota,5,Si
2939,IA_medio,24,Derrota,5,Si
2939,IA_dificil,19,Victoria,9,Si
2940,IA_facil,18,Victoria,5,Si
2940,IA_medio,17,Derrota,4,Si
2940,IA_dificil,17,Derrota,5,Si
2941,IA_facil,20,Derrota,7,Si
2941,IA_medio,21,Victoria,6,Si
2941,IA_dificil,23,Derrota,5,Si
2942,IA_facil,17,Derrota,6,Si
2942,IA_medio,21,Victoria,7,Si
2942,IA_dificil,17,Derrota,5,Si
2943,IA_facil,17,Derrota,4,Si
2943,IA_medio,19,Empate,6,Si
2943,IA_dificil,19,Empate,8,Si
2944,IA_facil,17,Empate,7,Si
2944,IA_medio,22,Derrota,6,Si
2944,IA_dificil,17,Empate,5,Si
2945,IA_facil,19,Victoria,5,Si
2945,IA_medio,25,Derrota,7,Si
2945,IA_dificil,18,Derrota,6,Si
2946,IA_facil,20,Victoria,4,Si
2946,IA_medio,19,Derrota,5,Si
2946,IA_dificil,18,Derrota,4,Si
2947,IA_facil,18,Derrota,4,Si
2947,IA_medio,23,Derrota,6,Si
2947,IA_dificil,21,Victoria,5,Si
2948,IA_facil,18,Derrota,4,Si
2948,IA_medio,20,Victoria,7,Si
2948,IA_dificil,18,Derrota,4,Si
2949,IA_facil,18,Victoria,8,Si
2949,IA_medio,22,Derrota,6,Si
2949,IA_dificil,24,Derrota,7,Si
2950,IA_facil,20,Victoria,5,Si
2950,IA_medio,22,Derrota,6,Si
2950,IA_dificil,17,Derrota,6,Si
2951,IA_facil,20,Victoria,4,Si
2951,IA_medio,18,Derrota,5,Si
2951,IA_dificil,17,Derrota,5,Si
2952,IA_facil,19,Derrota,4,Si
2952,IA_medio,20,Victoria,5,Si
2952,IA_dificil,17,Derrota,5,Si
2953,IA_facil,17,Derrota,3,Si
2953,IA_medio,21,Empate,7,Si
2953,IA_dificil,21,Empate,6,Si
2954,IA_facil,18,Derrota,4,Si
2954,IA_medio,19,Derrota,8,Si
2954,IA_dificil,20,Victoria,6,Si
2955,IA_facil,20,Victoria,5,Si
2955,IA_medio,17,Derrota,6,Si
2955,IA_dificil,19,Derrota,7,Si
2956,IA_facil,17,Derrota,5,Si
2956,IA_medio,18,Empate,6,Si
2956,IA_dificil,18,Empate,6,Si
2957,IA_facil,17,Derrota,5,Si
2957,IA_medio,21,Victoria,6,Si
2957,IA_dificil,17,Derrota,5,Si
2958,IA_facil,17,Derrota,6,Si
2958,IA_medio,21,Victoria,11,Si
2958,IA_dificil,23,Derrota,8,Si
2959,IA_facil,18,Empate,5,Si
2959,IA_medio,18,Empate,6,Si
2959,IA_dificil,18,Empate,5,Si
2960,IA_facil,17,Derrota,5,Si
2960,IA_medio,17,Derrota,5,Si
2960,IA_dificil,18,Victoria,4,Si
2961,IA_facil,17,Derrota,6,Si
2961,IA_medio,19,Derrota,8,Si
2961,IA_dificil,20,Victoria,5,Si
2962,IA_facil,17,Derrota,6,Si
2962,IA_medio,19,Derrota,5,Si
2962,IA_dificil,21,Victoria,6,Si
2963,IA_facil,18,Victoria,7,Si
2963,IA_medio,17,Derrota,6,Si
2963,IA_dificil,17,Derrota,6,Si
2964,IA_facil,19,Derrota,5,Si
2964,IA_medio,20,Victoria,6,Si
2964,IA_dificil,17,Derrota,5,Si
2965,IA_facil,18,Derrota,4,Si
2965,IA_medio,17,Derrota,4,Si
2965,IA_dificil,19,Victoria,4,Si
2966,IA_facil,19,Victoria,7,Si
2966,IA_medio,22,Derrota,9,Si
2966,IA_dificil,17,Derrota,5,Si
2967,IA_facil,18,Derrota,5,Si
2967,IA_medio,20,Victoria,6,Si
2967,IA_dificil,19,Derrota,4,Si
2968,IA_facil,19,Derrota,5,Si
2968,IA_medio,23,Derrota,6,Si
2968,IA_dificil,20,Victoria,5,Si
2969,IA_facil,17,Derrota,4,Si
2969,IA_medio,20,Empate,6,Si
2969,IA_dificil,20,Empate,8,Si
2970,IA_facil,17,Derrota,5,Si
2970,IA_medio,22,Derrota,4,Si
2970,IA_dificil,21,Victoria,9,Si
2971,IA_facil,20,Victoria,5,Si
2971,IA_medio,23,Derrota,6,Si
2971,IA_dificil,17,Derrota,6,Si
2972,IA_facil,17,Empate,5,Si
2972,IA_medio,22,Derrota,6,Si
2972,IA_dificil,17,Empate,5,Si
2973,IA_facil,19,Empate,5,Si
2973,IA_medio,18,Derrota,5,Si
2973,IA_dificil,19,Empate,6,Si
2974,IA_facil,17,Derrota,5,Si
2974,IA_medio,21,Victoria,5,Si
2974,IA_dificil,18,Derrota,5,Si
2975,IA_facil,21,Victoria,7,Si
2975,IA_medio,20,Derrota,7,Si
2975,IA_dificil,23,Derrota,8,Si
2976,IA_facil,17,Derrota,7,Si
2976,IA_medio,20,Victoria,7,Si
2976,IA_dificil,18,Derrota,5,Si
2977,IA_facil,18,Derrota,5,Si
2977,IA_medio,20,Victoria,5,Si
2977,IA_dificil,18,Derrota,7,Si
2978,IA_facil,17,Derrota,5,Si
2978,IA_medio,18,Derrota,5,Si
2978,IA_dificil,20,Victoria,6,Si
2979,IA_facil,20,Derrota,5,Si
2979,IA_medio,17,Derrota,5,Si
2979,IA_dificil,21,Victoria,4,Si
2980,IA_facil,19,Empate,4,Si
2980,IA_medio,18,Derrota,4,Si
2980,IA_dificil,19,Empate,5,Si
2981,IA_facil,18,Derrota,6,Si
2981,IA_medio,24,Derrota,7,Si
2981,IA_dificil,20,Victoria,5,Si
2982,IA_facil,17,Empate,4,Si
2982,IA_medio,22,Derrota,6,Si
2982,IA_dificil,17,Empate,5,Si
2983,IA_facil,17,Derrota,5,Si
2983,IA_medio,17,Derrota,4,Si
2983,IA_dificil,20,Victoria,5,Si
2984,IA_facil,17,Derrota,6,Si
2984,IA_medio,17,Derrota,5,Si
2984,IA_dificil,19,Victoria,6,Si
2985,IA_facil,17,Empate,4,Si
2985,IA_medio,22,Derrota,4,Si
2985,IA_dificil,17,Empate,5,Si
2986,IA_facil,21,Victoria,4,Si
2986,IA_medio,22,Derrota,5,Si
2986,IA_dificil,20,Derrota,8,Si
2987,IA_facil,21,Victoria,7,Si
2987,IA_medio,22,Derrota,6,Si
2987,IA_dificil,18,Derrota,5,Si
2988,IA_facil,21,Victoria,4,Si
2988,IA_medio,18,Derrota,4,Si
2988,IA_dificil,20,Derrota,7,Si
2989,IA_facil,20,Empate,7,Si
2989,IA_medio,25,Derrota,8,Si
2989,IA_dificil,20,Empate,5,Si
2990,IA_facil,17,Derrota,5,Si
2990,IA_medio,18,Derrota,5,Si
2990,IA_dificil,21,Victoria,5,Si
2991,IA_facil,18,Derrota,4,Si
2991,IA_medio,19,Empate,6,Si
2991,IA_dificil,19,Empate,6,Si
2992,IA_facil,20,Victoria,4,Si
2992,IA_medio,24,Derrota,6,Si
2992,IA_dificil,19,Derrota,4,Si
2993,IA_facil,18,Derrota,6,Si
2993,IA_medio,17,Derrota,6,Si
2993,IA_dificil,20,Victoria,6,Si
2994,IA_facil,20,Empate,4,Si
2994,IA_medio,18,Derrota,6,Si
2994,IA_dificil,20,Empate,6,Si
2995,IA_facil,17,Derrota,5,Si
2995,IA_medio,17,Derrota,7,Si
2995,IA_dificil,20,Victoria,4,Si
2996,IA_facil,17,Derrota,3,Si
2996,IA_medio,18,Derrota,4,Si
2996,IA_dificil,21,Victoria,5,Si
2997,IA_facil,19,Derrota,5,Si
2997,IA_medio,20,Victoria,6,Si
2997,IA_dificil,17,Derrota,5,Si
2998,IA_facil,17,Empate,4,Si
2998,IA_medio,17,Empate,5,Si
2998,IA_dificil,23,Derrota,5,Si
2999,IA_facil,17,Derrota,4,Si
2999,IA_medio,20,Victoria,6,Si
2999,IA_dificil,18,Derrota,5,Si
3000,IA_facil,21,Empate,6,Si
3000,IA_medio,17,Derrota,6,Si
3000,IA_dificil,21,Empate,6,Si
3001,IA_facil,17,Derrota,5,Si
3001,IA_medio,17,Derrota,5,Si
3001,IA_dificil,18,Victoria,5,Si
3002,IA_facil,22,Derrota,5,Si
3002,IA_medio,23,Derrota,6,Si
